id,source,title_clean,price_initial,price_offre,currency,price_initial_mad,price_offre_mad,eur_to_mad_rate,discount_pct,seller,location,category,rating,date,link,offre_type,is_duplicate
CDI_d3c6fbf6faf4,CDiscount,"OnePlus 15 5G 16GB 512GB 6.78"" Negro",787.1,,EUR,8540.03,,10.85,,ONEPLUS,France,Téléphones & Tablettes,5.0,2026-03-30,https://www.cdiscount.com/telephonie/telephone-mobile/oneplus-15-16gb-512gb-678/f-14404-aacac58521.html,,False
CDI_2712dba1c0a5,CDiscount,Smartphone - POCO - X7 Pro - 12 GO RAM - 256 GO - Écran AMOLED 120 Hz,269.0,,EUR,2918.65,,10.85,,POCO,France,Téléphones & Tablettes,5.0,2026-03-30,https://www.cdiscount.com/telephonie/telephone-mobile/poco-x7-pro-noir-12-go--256/f-14404-aaant51198.html,,False
CDI_983871485cae,CDiscount,Smartphone Nothing Phone (3a) 5G 12Go 256Go Noir Dual SIM Snapdragon™ 7s Gen 3,299.0,,EUR,3244.15,,10.85,,NOTHING,France,Téléphones & Tablettes,,2026-03-30,https://www.cdiscount.com/telephonie/telephone-mobile/smartphone-nothing-phone-3a/f-14404-aaapi29146.html,,False
CDI_7ff1ac9afa74,CDiscount,APPLE iPhone 14 Plus 512GB Blue - Reconditionné - Excellent état,409.99,,EUR,4448.39,,10.85,,APPLE,France,Téléphones & Tablettes,,2026-03-30,https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-14-plus-512gb-blue-reconditionne/f-14404-rcdapp0027699exe.html,,False
CDI_22b1a053311b,CDiscount,SAMSUNG Galaxy A56 5G Smartphone 256 Go Graphite,324.99,,EUR,3526.14,,10.85,,SAMSUNG,France,Téléphones & Tablettes,4.48,2026-03-30,https://www.cdiscount.com/telephonie/telephone-mobile/samsung-galaxy-a56-5g-smartphone-256-go-graphite/f-14404-sam1742217855298.html,,False
CDI_e3a16c6b3575,CDiscount,APPLE iPhone 17 Pro Max 256GB Cosmic Orange,1469.0,,EUR,15938.65,,10.85,,APPLE,France,Téléphones & Tablettes,4.74,2026-03-30,https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-17-pro-max-256gb-cosmic-orange/f-14404-ip17prom256orang.html,,False
CDI_c7b4ff825150,CDiscount,SAMSUNG Galaxy A56 5G Smartphone 256 Go Gris,324.99,,EUR,3526.14,,10.85,,SAMSUNG,France,Téléphones & Tablettes,4.5,2026-03-30,https://www.cdiscount.com/telephonie/telephone-mobile/samsung-galaxy-a56-5g-smartphone-256-go-gris/f-14404-auc1742457615558.html,,False
CDI_1841a6a9d629,CDiscount,APPLE Iphone 7 128Go Noir - Reconditionné - Etat correct,80.0,,EUR,868.0,,10.85,,APPLE,France,Téléphones & Tablettes,4.13,2026-03-30,https://www.cdiscount.com/telephonie/telephone-mobile/apple-iphone-7-128go-noir-reconditionne-etat-c/f-14404-auc3344240640303.html,,False
CDI_e6cbbe2a0ad1,CDiscount,SAMSUNG Galaxy A16 4G Bleu nuit 4+128Go Smartphone - Version Moyen-Orient,122.99,,EUR,1334.44,,10.85,,SAMSUNG,France,Téléphones & Tablettes,4.54,2026-03-30,https://www.cdiscount.com/telephonie/telephone-mobile/samsung-galaxy-a16-4g-bleu-nuit-4-128go-smartphone/f-14404-sam1733131853683.html,,False
CDI_5b7ec6176a77,CDiscount,"Smartphone - XIAOMI - Redmi 15 4G - 8 Go RAM - 256 Go - Écran 6,9 pouces - IP64",137.98,,EUR,1497.08,,10.85,,XIAOMI,France,Téléphones & Tablettes,4.5,2026-03-30,https://www.cdiscount.com/telephonie/telephone-mobile/xiaomi-redmi-15-4g-8-go256/f-14404-aabhv80033.html,,False
CDI_4de0efee65e5,CDiscount,Smartphone - SAMSUNG - Galaxy S22 - 256Go - 5G - Single-SIM (US Version),224.99,,EUR,2441.14,,10.85,,SAMSUNG,France,Téléphones & Tablettes,3.42,2026-03-30,https://www.cdiscount.com/telephonie/telephone-mobile/samsung-galaxy-s22-256go-5g/f-14404-aaacc21862.html,,False
CDI_d6d1f6782326,CDiscount,"Tablette Tactile 10.1"" IPS 2,5D 1280*800 Android 13 LoseiPad Octa-core 6+64Go(128Go Extensible) GPS 5+13MP Dual SIM 6000mAh Gris",91.99,,EUR,998.09,,10.85,,LOSEI,France,Téléphones & Tablettes,4.36,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/tablette-tactile-10-1-ips-2-5d-1280-800-android-1/f-10798-aaahp22416.html,,False
CDI_1fa76ea4ef75,CDiscount,"Tablette Tactile 10 Pouces, Android 13 Tablette, 16 Go RAM 128 Go ROM | 1280×800 IPS HD | Certification Google GMS,Dual",79.99,,EUR,867.89,,10.85,,NIUNIUTAB,France,Téléphones & Tablettes,4.63,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/tablette-tactile-10-pouces-android-13-tablette-1/f-10798-niu0752140860302.html,,False
CDI_272cd513b1ab,CDiscount,"Tablette tactile TAKINURU 10,1 pouces, Android 15, 32 Go + 256 Go, Octa-Core, Wi-Fi 5G, Port Type-C, Batterie de 8000 mAh,Bleu",85.99,,EUR,932.99,,10.85,,TAKINURU,France,Téléphones & Tablettes,4.01,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/tablette-tactile-101-pouces/f-10798-aaapw17742.html,,False
CDI_d10a92423449,CDiscount,"Tablette 10 Pouces Android 13 Tablette, 16 Go RAM 128 Go ROM, Caméra 2MP + 8MP, 4G LTE, 2.5D IPS 800x1280 FHD, 6000mAh Batterie.",79.99,,EUR,867.89,,10.85,,NIUNIUTAB,France,Téléphones & Tablettes,4.63,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/tablette-10-pouces-android-13-tablette-16-go-ram/f-10798-niu0759041238704.html,,False
CDI_6ff1e9131072,CDiscount,Tablette tactile Samsung Galaxy TAB A9+ 128Go Wifi Gris Anthracite,153.49,,EUR,1665.37,,10.85,,SAMSUNG,France,Téléphones & Tablettes,4.36,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/tablette-tactile-samsung-galaxy-tab-a9-128go-wifi/f-10798-smx210nzaeeub.html,,False
CDI_d3630052f29e,CDiscount,"Occasion Tablette 10 Pouces Android 13 Tablette,6+128 GO,2+ 8MP,1280*800 FHD, 6000mAh Batterie.(Couleur aléatoire : noir ou blanc.)",59.99,,EUR,650.89,,10.85,,NIUNIUTAB,France,Téléphones & Tablettes,4.43,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/occasion-tablette-10-pouces/f-10798-aaarh19588.html,,False
CDI_7a629ae8c4a3,CDiscount,"Tablette tactile - Android 15 - 10,1""- MediaTek MT6750 Octa-Core- 12（8+4）Go RAM - 256Go/1To TF - clavier + Bookcover",69.99,,EUR,759.39,,10.85,,MICREAR,France,Téléphones & Tablettes,4.45,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/tablette-101-pouces-android/f-10798-aabsb20027.html,,False
CDI_3a77ece77eab,CDiscount,"Xiaomi Redmi Pad 2 Tablette Tactile 11"" 8+256GB WiFi HyperOS - Gris Grafito",169.99,,EUR,1844.39,,10.85,,XIAOMI,France,Téléphones & Tablettes,4.75,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/xiaomi-redmi-pad-2-tablette/f-10798-aaawh14714.html,,False
CDI_9fba58cd1b19,CDiscount,"Tablette tactile 11 pouces, tablette Android 14, 16 Go RAM 512 Go ROM, IPS 2560*1440 HD, 10 000 mAh, Type-C, Purple.",129.99,,EUR,1410.39,,10.85,,DALIFER,France,Téléphones & Tablettes,4.74,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/tablette-tactile-11-pouces/f-10798-aaaqu01775.html,,False
CDI_85fc90da0673,CDiscount,"Tablette Tactile 14"" FHD+ 4G LTE - 36Go+512Go - Android 16 - MTK6769 Octa-Core - WiFi 2.4G/5G - BT 5.0 - GPS - 9800mAh - Clavier",189.99,,EUR,2061.39,,10.85,,MICREAR,France,Téléphones & Tablettes,5.0,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/tablette-tactile-1336-fhd/f-10798-aacpb29378.html,,False
CDI_3d3b5a027268,CDiscount,"Tablette tactile - KOTSREN - 10,1"" Android 15 - 20 Go RAM - 64 Go extensible 1 To - WiFi 6",75.99,,EUR,824.49,,10.85,,KOTSREN,France,Téléphones & Tablettes,,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/tablette-10-pouces-android-14/f-10798-aaavd90718.html,,False
CDI_90da67f7e6cd,CDiscount,"Tablette tactile TAKINURU 10,1 pouces, Android 15, 32 Go + 256 Go, Octa-Core, Wi-Fi 5G, Port Type-C, Batterie de 8000 mAh,Gris",79.99,,EUR,867.89,,10.85,,TAKINURU,France,Téléphones & Tablettes,4.01,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/tablette-tactile-101-pouces/f-10798-aaapw17619.html,,False
CDI_7c2447207ac0,CDiscount,Rose Tablette tactile7 HD 8Go pour enfant a007,35.99,,EUR,390.49,,10.85,,AUCUNE,France,Téléphones & Tablettes,4.5,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/rose-tablette-tactile7-hd-8go-pour-enfant-a007/f-10798-auc6257302305829.html,,False
CDI_9eaa05fec02c,CDiscount,"Pack Tablette Android Redmi Pad 2 - Version Française - Ecran 11'' 2,5K - 128 Go - Gris + Coque + Stylet + Clavier",319.99,,EUR,3471.89,,10.85,,XIAOMI,France,Téléphones & Tablettes,,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/pack-tablette-android-redmi-pad-2-version-franca/f-10798-xia3662515086008.html,,False
CDI_996306cfd653,CDiscount,"Tablette - Samsung - Galaxy Tab A8 - 10,5 pouces - 32 Go - WiFi - Android 11",229.07,,EUR,2485.41,,10.85,,SAMSUNG,France,Téléphones & Tablettes,4.0,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/samsung-galaxy-tab-a8-tablette-10-5-32-go-wifi/f-10798-sam8806092943704.html,,False
CDI_15bd49850c7e,CDiscount,Xiaomi - Redmi Pad Pro - 128 Go - Vert,185.0,,EUR,2007.25,,10.85,,XIAOMI,France,Téléphones & Tablettes,4.3,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/xiaomi-redmi-pad-pro-128-go-vert/f-10798-xia1715682580407.html,,False
CDI_9ee600d063bf,CDiscount,Tablette Tactile - XIAOMI - Redmi Pad SE - 256Go - 8Go - Graphite Gris,155.99,,EUR,1692.49,,10.85,,XIAOMI,France,Téléphones & Tablettes,4.67,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/tablette-tactile-xiaomi-redmi-pad-se-256go/f-10798-xia1705487857997.html,,False
CDI_63bc633e2ed2,CDiscount,"Tablette 8 Pouces Android 13 Tablette Enfants,6GB RAM 128GB ROM,5G WiFi，Contrôle Parental,Google Playstore certifié",59.99,,EUR,650.89,,10.85,,NIUNIUTAB,France,Téléphones & Tablettes,4.87,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/tablette-8-pouces-android-13-tablette-enfants-6gb/f-10798-aabpo27041.html,,False
CDI_db4057b22ee1,CDiscount,TABLETTE ENFANTS - KOTSREN - A133 - Android 13 - 8 Go RAM - 64 Go (extensible 128 Go),52.99,,EUR,574.94,,10.85,,KOTSREN,France,Téléphones & Tablettes,5.0,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/tablette-enfants-7-pouces/f-10798-aaaqg00341.html,,False
CDI_fa0ec8a77103,CDiscount,"Tablette tactile - TAKINURU - 10,1 pouces - Android 15 - 32 Go RAM - 256 Go de stockage 8000mAh, Wi-Fi 5G,Gris",79.99,,EUR,867.89,,10.85,,TAKINURU,France,Téléphones & Tablettes,4.12,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/takinuru-tablette-103/f-10798-aaapw04061.html,,False
CDI_10652b773f29,CDiscount,"Tablette Tactile 10.1"" IPS 2,5D 1280*800 Android 13 LoseiPad Octa-core 6+64Go(128Go Extensible) GPS 5+13MP Dual SIM 6000mAh Or",92.99,,EUR,1008.94,,10.85,,LOSEI,France,Téléphones & Tablettes,4.36,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/tablette-tactile-10-1-ips-2-5d-1280-800-android-1/f-10798-aaabh96147.html,,False
CDI_1ebe0ac3d4b9,CDiscount,"Tablette tactile DOOGEE U11 PRO Android 16 Unisoc T7200 Batterie 8580mAh 11 pouce ips 90Hz, 30Go + 256 Go Widevine L1 WiFi6 - Gris",115.99,,EUR,1258.49,,10.85,,DOOGEE,France,Téléphones & Tablettes,4.63,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/tablette-tactile-doogee-u11/f-10798-aaapn33865.html,,False
CDI_e47ddb1724ed,CDiscount,Tablette tactile - KOTSREN - 10.1'' A133 - Écran 1280x800 - 6 Go RAM - 64 Go (ext.128) - Android 13,69.99,,EUR,759.39,,10.85,,KOTSREN,France,Téléphones & Tablettes,4.38,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/tablette-tactile-10-pouces/f-10798-aaaoq65179.html,,False
CDI_2b049c1b31de,CDiscount,"Tablette tactile - HONOR Pad 10 - Gris - 8Go RAM - 256Go - WiFi - 12,1 pouces - Snapdragon 7 Gen 3 - 10100mAh - EU version",219.0,,EUR,2376.15,,10.85,,HONOR,France,Téléphones & Tablettes,4.8,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/tablette-tactile---honor-pad/f-10798-aaass43034.html,,False
CDI_9c66108b6f7c,CDiscount,"Tablette tactile enfants 7 pouces, Android 13, 8+64Go,Octa-Core,Contrôle parental, Kid-Proof Étui,Rose",46.98,,EUR,509.73,,10.85,,BRILLAR,France,Téléphones & Tablettes,4.59,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/tablette-tactile-enfants-7-pouces-android-13-8-6/f-10798-aaane93275.html,,False
CDI_9c575614b272,CDiscount,Tablette Android SAMSUNG Galaxy TAB A9+ 4+64Go 11' Wifi Gris Anthracite - Version Chinoise,129.99,,EUR,1410.39,,10.85,,SAMSUNG,France,Téléphones & Tablettes,4.49,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/tablette-android-samsung-galaxy-tab-a9-4-64go-11/f-10798-sam1701675982697.html,,False
CDI_01b472c9ff15,CDiscount,"APPLE - iPad A16 (2025) - 11"" - Wi-Fi - 128Go - Bleu",369.0,,EUR,4003.65,,10.85,,APPLE,France,Téléphones & Tablettes,4.92,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/apple-ipad-a16-2025-11-wi-fi-128go-bl/f-10798-md4a4tya.html,,False
CDI_4b533d418264,CDiscount,Tablette Tactile - ONEPLUS - Pad 3 - 16 Go RAM - 512 Go Stockage - Android 15,621.68,,EUR,6745.23,,10.85,,ONEPLUS,France,Téléphones & Tablettes,,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/tablette-tactile---oneplus/f-10798-aaava47364.html,,False
CDI_ffca9277ab2b,CDiscount,"Tablette Tactile 10.1 Pouces HEASUR, Android 14, 36Go+128Go, Octa-Core, 5G Wifi, Type-C, 8000mAh, Avec clavier souris casque, Gris",79.98,,EUR,867.78,,10.85,,HEASUR,France,Téléphones & Tablettes,4.52,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/heasur-tablette-octa-core-android-13-0-10-pouces/f-10798-aaabc00712.html,pourcentage,False
CDI_701aeb200f61,CDiscount,"LOSEI Tablette Tactile 7"" Android 10 Pad Éducative 2+16Go (128Go Extensible) Contrôle Parental 1,3+3MP avec Étui d'Astronaute Rose",49.99,,EUR,542.39,,10.85,,LOSEI,France,Téléphones & Tablettes,4.38,2026-03-30,https://www.cdiscount.com/informatique/tablettes-tactiles-ebooks/losei-tablette-10-pouces/f-10798-aaahp22398.html,,False
