id,source,title_clean,price_initial,price_offre,currency,price_initial_mad,price_offre_mad,eur_to_mad_rate,discount_pct,seller,location,category,rating,date,link,offre_type,is_duplicate
AMA_38e153d1dcb0,Amazon,"Xiaomi POCO F8 Ultra, Smartphone 16+512 Go, écran AMOLED 6,9"" 120 Hz, Appareil Photo 50 MP Light Fusion 950 avec OIS, Son signé Bose, Batterie 6500 mAh, Noir, Garantie 2 Ans, Chargeur Non Inclus.",903.0,749.0,EUR,9797.55,8126.65,10.85,17.05,,Amazon.fr,Smartphones,4.7,2026-03-29,https://www.amazon.fr/dp/B0FT457JPF,forfaite,False
AMA_1a51de176c66,Amazon,"TCL Smartphone Android NXTPAPER 60 Ultra 5G, écran FHD+ 7,2 Pouces, 12 Go de RAM + 512 Go de ROM, téléphone respectueux des Yeux, Couleur Noir nébuleuse,avec Coque à Rabat et Stylet",549.99,482.17,EUR,5967.39,5231.54,10.85,12.0,,Amazon.fr,Smartphones,4.2,2026-03-29,https://www.amazon.fr/dp/B0FL73PHNT,pourcentage,False
AMA_104d9643e091,Amazon,Neow Kids - Smartphone Android 14 | Smartphone pour Enfant | Applications ludiques préinstallées | Google Familly Link | Coque Offerte,98.0,,EUR,1063.3,,10.85,,,Amazon.fr,Smartphones,3.4,2026-03-29,https://www.amazon.fr/dp/B0FQQMJMPD,,False
AMA_314bf7d09465,Amazon,"Google Pixel 9 Pro XL – Smartphone Android débloqué avec Gemini, Triple Appareil Photo arrière, 24 Heures d'autonomie et écran Super Actua 6,8 Pouces – Noir Volcanique, 512GB",869.0,,EUR,9428.65,,10.85,,,Amazon.fr,Smartphones,4.4,2026-03-29,https://www.amazon.fr/dp/B0D7TZBVBF,,False
AMA_37d199f4416b,Amazon,"Samsung Galaxy S25, Smartphone Android 5G avec Galaxy AI, 256 Go, Chargeur secteur rapide 25W inclus, Smartphone déverrouillé, Vert d’eau, Version FR",859.0,,EUR,9320.15,,10.85,,,Amazon.fr,Smartphones,4.2,2026-03-29,https://www.amazon.fr/dp/B0DNZJ1SYW,,False
AMA_8fa98cdf9dc4,Amazon,"Samsung Galaxy A36 5G, Smartphone Android, 256 Go, Chargeur Secteur Rapide 25W Inclus, Smartphone déverrouillé, Noir, Version FR",432.5,,EUR,4692.62,,10.85,,,Amazon.fr,Smartphones,4.0,2026-03-29,https://www.amazon.fr/dp/B0DVTJ9FC7,,False
AMA_d19fcc263ed2,Amazon,"Blackview BV4800 SE (NFC) Téléphone Portable Incassable, 12Go+64Go/TF 1To Octa-Core, Android 15, 6.56"" HD+, Smartphone Incassable, 5180mAh, 16MP+8MP, 4G Dual SIM, 3 Slot/GPS/Face ID/NFC Noir",114.1,,EUR,1237.98,,10.85,,,Amazon.fr,Smartphones,5.0,2026-03-29,https://www.amazon.fr/dp/B0DT99M92J,,False
AMA_50d296ca5076,Amazon,"Motorola Edge 70 12 512 5G, Triple capteur 50MP, écran 6,67"" pOled, Gorilla Glass 7i, 4800 mAH, Gadget Gray (Gris)",799.99,,EUR,8679.89,,10.85,,,Amazon.fr,Smartphones,5.0,2026-03-29,https://www.amazon.fr/dp/B0G838D5RV,,False
AMA_6989afa766e3,Amazon,"realme Smartphone 14X 5G 6+128GB, Processeur 5G Dimensity 6300, Mode Confort des Yeux 120 Hz pour l’écran, Camera I.A. de 50 MP, Vert péridot, Pas Adaptateur",147.29,,EUR,1598.1,,10.85,,,Amazon.fr,Smartphones,4.4,2026-03-29,https://www.amazon.fr/dp/B0DRYP5F62,,False
AMA_1530dbdd334f,Amazon,"Motorola Edge 60 Fusion 256 Go, Smartphone debloqué, écran 6,67"", Appareil Photo 50 MP, Batterie 5200 mAh, Slipstream (Gris), Coque de Protection et câble USB C Inclus",399.0,299.99,EUR,4329.15,3254.89,10.85,25.0,,Amazon.fr,Smartphones,4.3,2026-03-29,https://www.amazon.fr/dp/B0F1NB5BTK,pourcentage,False
AMA_c2e8fb85a47a,Amazon,"Samsung Galaxy A17 5G A176 Dual Sim 4GB RAM 128GB - Black (SM-A176BZKAEUE) - [Versions italienne, hongroise, polonaise, roumaine, autrichienne et suisse]",243.11,,EUR,2637.74,,10.85,,,Amazon.fr,Smartphones,4.3,2026-03-29,https://www.amazon.fr/dp/B0FMDDYZ1L,,False
AMA_0c58f6179332,Amazon,"Energizer Pack U652S - Smartphone 4G Débloqué 6.5"" Android 13, 64Go ROM, 2Go RAM, Batterie 4000mAh - Version Europe + Écouteurs Bluetooth Inclus – Double SIM, Pack Idéal Mobilité, Audio et Performance",77.99,,EUR,846.19,,10.85,,,Amazon.fr,Smartphones,3.5,2026-03-29,https://www.amazon.fr/dp/B0DM6KY2WB,,False
AMA_f588ee31e2e0,Amazon,"Sony Xperia 1 VII -6, 5"" 19, 5:9 FHD+ HDR OLED 120 Hz, Triple Objectif Ultra Grand Angle, Audio 3, 5 mm, Android 15, IP65/68, Double SIM - Noir",1499.0,,EUR,16264.15,,10.85,,,Amazon.fr,Smartphones,4.4,2026-03-29,https://www.amazon.fr/dp/B0F67B93YS,forfaite,False
AMA_4cef1086486d,Amazon,"Blackview Fort 1 Telephone Incassable Android 15, Batterie 10000mAh Telephone Portable Incassable, 6,56''HD+, 18Go+256Go/TF 2To, 90Hz, Caméra AI 16MP, NFC/OTG/Doke AI/Fingerprint/2Ans Garantie",169.99,,EUR,1844.39,,10.85,,,Amazon.fr,Smartphones,4.1,2026-03-29,https://www.amazon.fr/dp/B0FF1F7GSS,,False
AMA_bda677e9b5a4,Amazon,"realme Smartphone 12 Pro 5G 8 + 256GB, Appareil Photo Portrait avec téléobjectif, Sony IMX882 OIS, Chipset Snapdragon® 6 Gen 1 5G, Écran à Vision incurvée de 120 Hz, Navigator Beige",249.99,,EUR,2712.39,,10.85,,,Amazon.fr,Smartphones,4.5,2026-03-29,https://www.amazon.fr/dp/B0CTHYMB3H,,False
AMA_08a7db6d85c3,Amazon,"Moto G06 4 64 4G, capteur Principal de 50MP, écran 6,88"", Batterie Longue durée, 5200 mAH, Arabesque Orange",149.99,129.0,EUR,1627.39,1399.65,10.85,13.99,,Amazon.fr,Smartphones,,2026-03-29,https://www.amazon.fr/dp/B0GDQK8TTC,forfaite,False
AMA_ea910dc2c6e8,Amazon,ZTE NUBIA FLIP 5G 8GB+256GB,349.99,335.47,EUR,3797.39,3639.85,10.85,4.0,,Amazon.fr,Smartphones,4.2,2026-03-29,https://www.amazon.fr/dp/B0DSQ8J49J,pourcentage,False
AMA_559c7637b971,Amazon,"Motorola Razr 60 8, 256 Go, Smartphone debloqué, Interne : 6.9“ / Externe : 3.6“, Appareil Photo 50 MP avec IA, Batterie 4500 mAh, Gibraltar Sea (Marine), Coque de Protection et câble USB C Inclus",599.99,,EUR,6509.89,,10.85,,,Amazon.fr,Smartphones,4.1,2026-03-29,https://www.amazon.fr/dp/B0FDX2Z52R,,False
AMA_a3ab35941912,Amazon,"Google Pixel 9 Pro – Smartphone Android débloqué avec Gemini, Triple Appareil Photo arrière, 24 Heures d'autonomie et écran Super Actua 6,3 Pouces – Vert Sauge, 512GB",1329.0,1166.49,EUR,14419.65,12656.42,10.85,12.0,,Amazon.fr,Smartphones,4.4,2026-03-29,https://www.amazon.fr/dp/B0D7TZCBC6,pourcentage,False
AMA_54458c689896,Amazon,"XIAOMI 17 Ultra, Smartphone 16+1024 GB, Téléobjectif Leica 200MP 75–100mm, Capteur LOFIC HDR, HyperAI, Optique Leica APO, Vert, Garantie prolongée d'1 an, Chargeur Non fourni",1741.35,,EUR,18893.65,,10.85,,,Amazon.fr,Smartphones,4.4,2026-03-29,https://www.amazon.fr/dp/B0G4BR4XR6,forfaite,False
AMA_cd469ee4b12b,Amazon,"XIAOMI Smartphone POCO F7 Pro, 12+256, Noir, Batterie 6000mAh, HyperCharge 90W, HyperAI (Chargeur Non Inclus)",569.0,,EUR,6173.65,,10.85,,,Amazon.fr,Smartphones,4.5,2026-03-29,https://www.amazon.fr/dp/B0DSG1WZXV,forfaite,False
AMA_63cedd9f0a2d,Amazon,"Samsung Galaxy A17 128 Go, Smartphone Android déverrouillé, écran 6,7"", Batterie 5000 mAh, Bleu Clair, Version FR",199.0,178.0,EUR,2159.15,1931.3,10.85,11.0,,Amazon.fr,Smartphones,4.0,2026-03-29,https://www.amazon.fr/dp/B0FJY65S1H,pourcentage,False
AMA_8cfd7d3873ec,Amazon,"realme Smartphone 12 Pro+ 5G 8 + 256GB, Appareil Photo Portrait avec Objectif périscope, Sony IMX890 OIS, Chipset Snapdragon® 7s Gen 2 5G, Écran à Vision incurvée de 120 Hz, Navigator Beige",279.99,,EUR,3037.89,,10.85,,,Amazon.fr,Smartphones,4.4,2026-03-29,https://www.amazon.fr/dp/B0CTJ13KZR,,False
AMA_4b6de7221bab,Amazon,"HONOR Magic V2 5G 16 Go/512 Go Noir (Black) Double SIM, 5109AYGY",1600.0,,EUR,17360.0,,10.85,,,Amazon.fr,Smartphones,4.2,2026-03-29,https://www.amazon.fr/dp/B0CQRSCXC6,,False
AMA_980d5cd64943,Amazon,"realme C71 Smartphone 4G,6+128GB,Batterie 6000 mAh,45W Charge,Appareil Photo AI 50MP, 24 Go de RAM Dynamique,120 Hz Display,Résistance aux Chocs et à l'eau,Vert (sans Adaptateur)",120.41,,EUR,1306.45,,10.85,,,Amazon.fr,Smartphones,4.1,2026-03-29,https://www.amazon.fr/dp/B0F9L27VX6,,False
AMA_27253cbdbc9e,Amazon,"Nacelle stabilisatrice pour Smartphone DJI Bundle Suivi avancé Osmo Mobile 8, Suivi natif IA avec Audio et éclairage, Rotation panoramique à 360°, Barre d’Extension et trépied intégrés",159.0,134.99,EUR,1725.15,1464.64,10.85,15.0,,Amazon.fr,Smartphones,4.5,2026-03-29,https://www.amazon.fr/dp/B0FJ2L67HJ,pourcentage,False
AMA_136a5f470f00,Amazon,Samsung Galaxy S21 Ultra 5G - Phantom Noir - 128Go - Smartphone Android débloqué - Version FR - Ecouteurs AKG inclus,1253.92,,EUR,13605.03,,10.85,,,Amazon.fr,Smartphones,3.3,2026-03-29,https://www.amazon.fr/dp/B08R94WCTL,,False
AMA_b1a0eca80bb7,Amazon,"Google Pixel 10 Pro Fold — Smartphone Android débloqué avec Gemini - Triple Appareil Photo arrière avancé - Plus de 24 Heures d'autonomie - Vidéo en Mode Mains Libres – Quartz Gris, 512GB",2029.0,1900.57,EUR,22014.65,20621.18,10.85,6.0,,Amazon.fr,Smartphones,4.2,2026-03-29,https://www.amazon.fr/dp/B0FHWGSWV3,pourcentage,False
AMA_21482b7fded3,Amazon,"HUAWEI Pura 80 Pro téléphone Intelligent 12GB+512GB, Capteur Ultra Lumineux de 1 Pouce, Capteur téléobjectif Macro Ultra Lumineux, Annulation du Bruit par l’IA, Batterie Massive de 5170 mAh, Rouge",1099.0,,EUR,11924.15,,10.85,,,Amazon.fr,Smartphones,4.2,2026-03-29,https://www.amazon.fr/dp/B0G48KSBLG,,False
AMA_7d9ece98c6b3,Amazon,"Google Pixel 10a – Sept Ans de mises à Jour et de Nouvelles fonctionnalités, Plus de 30 Heures d'autonomie, Coach Photo, Gemini Live, Sécurité Pixel – Noir Volcanique, 256GB",649.0,,EUR,7041.65,,10.85,,,Amazon.fr,Smartphones,4.6,2026-03-29,https://www.amazon.fr/dp/B0GGC2HBBY,,False
AMA_c88af27d730f,Amazon,CROSSCALL Core-X5 SCE - Smartphone débloqué 4G (6-128 Go),285.01,,EUR,3092.36,,10.85,,,Amazon.fr,Smartphones,4.3,2026-03-29,https://www.amazon.fr/dp/B0DPJXBHB6,,False
AMA_2c39944bd2ea,Amazon,CROSSCALL Stellar-M6 - Smartphone débloqué 5G (Écran: 6;1 Pouces - 128 Go - Nano et/ou Micro-SIM - Android 14),499.9,399.95,EUR,5423.91,4339.46,10.85,20.0,,Amazon.fr,Smartphones,4.2,2026-03-29,https://www.amazon.fr/dp/B0DLWZQ3YZ,pourcentage,False
AMA_9fe87f4e544c,Amazon,"Samsung Galaxy A56 5G, Smartphone Android, 128 Go, Chargeur Secteur Rapide 25W Inclus, Smartphone déverrouillé, Vert Sauge, Version FR",499.95,,EUR,5424.46,,10.85,,,Amazon.fr,Smartphones,4.5,2026-03-29,https://www.amazon.fr/dp/B0DVWPP826,,False
AMA_97ab4a39f67b,Amazon,"realme Teléfono Móvil 12 4G 8+256 GB, Chipset Snapdragon 685, Écran AMOLED 120 Hz Ultra Fluide, Appareil Photo Portrait Sony LYT-600 avec OIS, Batterie puissante de 5 000 mAh, Bleu, Pas d'adaptateur",167.85,,EUR,1821.17,,10.85,,,Amazon.fr,Smartphones,3.9,2026-03-29,https://www.amazon.fr/dp/B0D5R1JH86,,False
AMA_1249d53fdc7f,Amazon,"TCL Téléphone Portable 60 SE, écran HD+ 6,7 Pouces, Smartphone débloqué 8+512 Go, Double caméra 50 Mpx, Grande Batterie 5000 mAh, téléphone Mobile Android 15, Double Haut-Parleur, Blanc Blizzard",154.06,,EUR,1671.55,,10.85,,,Amazon.fr,Smartphones,4.6,2026-03-29,https://www.amazon.fr/dp/B0F8NXWVDW,,False
AMA_97edab5006d4,Amazon,"Blackview BV4800 SE (NFC) Téléphone Portable Incassable, 12Go+64Go/TF 1To Octa-Core, Android 15, 6.56"" HD+, Smartphone Incassable, 5180mAh, 16MP+8MP, 4G Dual SIM, 3 Slot/GPS/Face ID/NFC Orange",116.2,,EUR,1260.77,,10.85,,,Amazon.fr,Smartphones,5.0,2026-03-29,https://www.amazon.fr/dp/B0DT9DRD5L,,False
AMA_009e68500ac7,Amazon,"Motorola Moto G15 Power 256GB, Unlocked Smartphone, 6.72"" Screen, 50MP Camera, 6000mAh High Capacity Battery, Gravity Grey, Protective Case and USB C Cable Included",169.0,,EUR,1833.65,,10.85,,,Amazon.fr,Smartphones,3.7,2026-03-29,https://www.amazon.fr/dp/B0DTV2NX1K,,False
AMA_d67bcc68249b,Amazon,"TCL 50 NXTPAPER 5G - Smartphone 5G Écran 6,8 120Hz Nxtpaper 3.0, 256 Go, 16 Go RAM, Triple Caméra 108Mpx, Android 14, Batt, 5010 mAh, Bleu, câble USB Type-c supplémentaire",229.9,,EUR,2494.41,,10.85,,,Amazon.fr,Smartphones,4.1,2026-03-29,https://www.amazon.fr/dp/B0D9WJJKBV,,False
AMA_59c07309fe29,Amazon,"TCL 505 Smartphone 4G Écran 6,75 HDplus 90Hz, 256 Go, 12 Go RAM, Appareil Photo Hybride 50Mp, Android 14, Batterie 5010 mAh, Double Sim, Gris sidéral, Câble USB Type-C Additionnel",133.98,,EUR,1453.68,,10.85,,,Amazon.fr,Smartphones,4.5,2026-03-29,https://www.amazon.fr/dp/B0DGV47J5B,,False
AMA_aa9050301155,Amazon,"Blackview Telephone Portable 4G, A55 (2022) Smartphone Pas Cher Android 11 (Écran 6.52"" HD+ 5G WiFi, 4780mAh, 3Go RAM/SD-128Go, 8MP Triple caméra arrière, Double SIM) 3 Slots/Face ID/2Ans de Garantie",100.36,,EUR,1088.91,,10.85,,,Amazon.fr,Smartphones,4.0,2026-03-29,https://www.amazon.fr/dp/B09HBQKRQF,,False
AMA_255c5b98f23c,Amazon,"Motorola G77 8 256 5G, Triple capteur 108MP, écran 6,78"" pOLED, Batterie 5200 mAH, Pantone Black Olive (Noir)",399.99,329.99,EUR,4339.89,3580.39,10.85,17.5,,Amazon.fr,Smartphones,,2026-03-29,https://www.amazon.fr/dp/B0GP18J3J8,forfaite,False
AMA_20c7c91bc31f,Amazon,"Blackview BV4800SE Android 15 Téléphone Portable Incassable 2025, 12GB+64GB/2TB Telephone Débloqué, 5100mAh, 16MP Camera, 6.56"" HD+ Smartphone Incassable, Dual SIM 4G,GPS,NFC,OTG,FM,Gemini AI, Orange",116.2,,EUR,1260.77,,10.85,,,Amazon.fr,Smartphones,4.0,2026-03-29,https://www.amazon.fr/dp/B0DY74SP8P,,False
AMA_88b430d09f13,Amazon,"Blackview Color 6 Smartphone Pas Cher 24(8+16) Go+128Go/2TB, Octa-Core, 6.67"" 90Hz, 50MP+13MP, Telephone Portable Pas Cher Android 15 5000 mAh, Téléphone Double SIM/OTG/Fingerprint/Prise Casque 3,5mm",129.99,,EUR,1410.39,,10.85,,,Amazon.fr,Smartphones,4.4,2026-03-29,https://www.amazon.fr/dp/B0F9PKKR55,,False
AMA_6e60481c4632,Amazon,"Google Pixel 8 Pro – Smartphone Android débloqué avec téléobjectif, 24 Heures d'autonomie et écran Super Actua – Noir Volcanique, 256GB",1159.0,,EUR,12575.15,,10.85,,,Amazon.fr,Smartphones,4.3,2026-03-29,https://www.amazon.fr/dp/B0CGVS2H6T,,False
AMA_be097d954661,Amazon,"TCL 50 SE 17,2 cm (6.78"") Double SIM Android 14 4G USB Type-C 6 Go 256 Go 5010 mAh Gris",178.94,,EUR,1941.5,,10.85,,,Amazon.fr,Smartphones,4.1,2026-03-29,https://www.amazon.fr/dp/B0CX97HDL9,,False
AMA_bac91dd41e57,Amazon,"SPC Discovery 2 ME – Smartphone 6,75” HD+, 6 Go RAM, 256 Go de mémoire Interne, Triple caméra AI, NFC, Charge Rapide 5000 mAh 18 W, téléphone Mobile Android 14, déverrouillage biométrique – Deep Sky",107.09,,EUR,1161.93,,10.85,,,Amazon.fr,Smartphones,4.1,2026-03-29,https://www.amazon.fr/dp/B0D8PVNQJS,,False
AMA_385ef4706bfa,Amazon,"TCL Mobile 505 - Smartphone 4G Écran 6,75 HDplus 90Hz, 128 Go, 8 Go RAM, Appareil Photo Hybride 50Mp, Android 14, Batterie 5010 mAh, Double Sim, Gris sidéral, Câble USB Type-C Additionnel",129.9,116.51,EUR,1409.41,1264.13,10.85,10.0,,Amazon.fr,Smartphones,4.1,2026-03-29,https://www.amazon.fr/dp/B0CX9BQ2ZD,pourcentage,False
AMA_717b825c2aba,Amazon,"HUAWEI Nova 14 Pro Smartphone, Capteur Ultra Chroma, Double Appareil Photo Portrait Frontal 50 MP, Navigation par gestes, Supercharge Turbo 100 W, Écran Quadri-incurvé de 6,78 Pouces, Noir",699.0,,EUR,7584.15,,10.85,,,Amazon.fr,Smartphones,3.5,2026-03-29,https://www.amazon.fr/dp/B0G47H2BHK,,False
AMA_e9a5c3f02d0b,Amazon,"Motorola Signature 16 512 5G, Quadruple capteur 50MP, écran 6,8"" Amoled, Snapdragon 8 Gen 5, 5200 mAH, Carbon (Bleu Carbone)",999.0,,EUR,10839.15,,10.85,,,Amazon.fr,Smartphones,,2026-03-29,https://www.amazon.fr/dp/B0GFWG9QNT,,False
AMA_e1a8e31ee68e,Amazon,Galaxy A15 128 GB Lime,189.14,,EUR,2052.17,,10.85,,,Amazon.fr,Smartphones,4.5,2026-03-29,https://www.amazon.fr/dp/B0CNXP7P3P,,False
AMA_01c97e68b077,Amazon,"Moto g05 64 Go, Smartphone debloqué, écran 6,67"", Appareil Photo 50 MP, Batterie 5200 mAh, Rouge Prune, Coque de Protection et câble USB C Inclus",129.0,,EUR,1399.65,,10.85,,,Amazon.fr,Smartphones,4.6,2026-03-29,https://www.amazon.fr/dp/B0DTV1HCX3,,False
AMA_2eeec1cde318,Amazon,"TCL 501 - Smartphone 4G 32 Go, 2 Go RAM, Écran 6 qHD, Android 14 Go Edition, Appareil Photo 5Mp, Batterie 3000 mAh, Dual Sim, Batterie Plus Chargeur USB-C Ajouté, Gris Foncé",72.49,,EUR,786.52,,10.85,,,Amazon.fr,Smartphones,3.8,2026-03-29,https://www.amazon.fr/dp/B0DJ344HV2,,False
AMA_778837161b9e,Amazon,"CUBOT P90 – Smartphone 4G 6,88"" HD+ 120Hz, 12Go RAM (+12Go ext.), 256Go ROM, Caméra 64MP, Android 15, Helio G100, NFC, Violet",159.95,,EUR,1735.46,,10.85,,,Amazon.fr,Smartphones,,2026-03-29,https://www.amazon.fr/dp/B0FQXZQQXT,,False
